Categories,pos_input,pos_output,pos_explanation,neg_input,neg_output,neg_explanation
Title Generation,"australia 's current account deficit shrunk by a record #.## billion dollars -lrb- #.## billion us -rrb- in the june quarter due to soaring commodity prices , figures released monday showed .",australian current account deficit narrows sharply,This headline is appropriate for the given article text because the focus of this article is Australian current accounts.,"australian shares closed down #.# percent monday following a weak lead from the united states and lower commodity prices , dealers said .",envoy urges north korea to restart nuclear disablement,"The generated title and the article text are different. Hence, this is not the correct title."
Question Rewriting,Why was uh where was the Rhine regulated with an upper canal?,Where was the Rhine regulated with an upper canal?,The above disfluent question is correctly converted to a proper question. The 'uh' and the 'why' before the correction should be removed to make it fluent.,When did Maududi exert the least impact no where did he exert?,When did Maududi exert the least impact?,The above disfluent question is not correctly converted to a proper question since the original meaning in the disfluent question is where did Maudidi exert the least impact but the output asks when did Maudidi exert the least impact.
Question Answering,"Sentence: The album is named after the discredited pseudoscience of phrenology , the study of head shapes to determine intelligence and character , which was used to rationalize racism during the 19th century in the United States . 
 Question: what is  named  after something?",The album,The output answers the question given as it is the album that is named after the discredited pseudoscience of phrenology. It is a continuous text span from the sentence and it does not use outside knowledge. Here the album is the answer that answers the what part of the question.,"Sentence: On September 21 , 1955 , Moore went up in weight to face future Hall of Famer Rocky Marciano for Marciano 's Heavyweight Championship .
 Question: who went up in something?",Rocky,"Though the answer is a span from the text, the output does not answer the question as Moore is the one who went up in weight to face Rocky and not the other way around."
Toxic Language Detection,caucasians wearing masks to prevent coronavirus and still don ’ t wash their hands,Caucasian,"The tweet generalizes an attribute to the entire community, Caucasian, which makes it offensive.",<user> <user> there shd be a film called no hindus in kashmir wud be perfect islamic fanaticsm movement in kashmir,Hindu,Every input tweet will target one or more of the nine communities provided or will not target any community. Further the tweet targets Muslim community. Hence Hindu is not the correct value. The correct value is Islam.
Sentiment Analysis,Alphonse feels anxious.,fear,Anxious is a negative emotion that can very well fall under the category of FEAR.,This man made me feel ecstatic.,anger,"On getting the adverb from the above sentence, it is found to be ""ecstatic"". This word just shows that a person is very happy, which is a positive emotion. The predicted emotion is anger, which is a negative emtion. So, the correct answer is JOY."
Pos Tagging,Sentence: 'A small toy kept on tray held by a man'. Count the number of nouns in this sentence.,3,"The words 'toy', 'tray', and 'man' are nouns in this sentence. So, the answer is 3.",Sentence: 'A young man riding a bike near garden'. Count the number of verbs in this sentence.,2,"This sentence has only 1 verb 'riding'. So, the answer should have been 1 and not 2."
Toxic Language Detection,haha you guys are a bunch of losers.,Yes,"The comment here has word 'losers', which is used as an attack on a subject in the comment. Hence, it is a positive example","You just linked to a complaint (not a court case, a complaint - there is a huge difference) by a guy trying to not pay his taxes.  Incidentally, his complaint and associated arguments were rejected by the Tax Court, by the U.S. District Court, by the 5th Circuit Court of Appeals and denied certiorari by the U.S. Supreme Court.  In other words, literally nobody agreed with him, and he found out the hard way that living in Texas makes him a citizen of Texas and the United States, which obligates him to pay his damn taxes like the rest of us. Just because someone crams a bunch of words, statutes, and case law citations together in a document sprinkled with lawyerly language does not make it a legitimate or lawful argument.",Yes,"The comment does not have any explicit curses or derogatory words in it. The word 'damn' has a negative tone but is not used as an attack on anything. Therefore, this is a negative example."
Toxic Language Detection,"""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers",Hate Speech,The writer mentions emotions like hating so it is clearly a hate speech.,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",Offensive,There is no offensive language used here so this is not offensive.
Text Quality Evaluation,"Except for this small vocal minority, we have just not  from members, "" says APA president Philip G. Zimbardo of Stanford University.",Bad,"The language in this provided text is very poor without correct meaning and incorrect grammar. There's a word missing between ""not"" and ""from"".",Clarke and to provide evidence reinforcing the case against al Qaeda.,Good,"There's no noun after ""and"", making this a sentence with incorrect grammar. So the correct output is ""Bad""."
Information Extraction,University of mississippi was in the selc new conference.,"[['University of Mississippi', 'NEW_CONFERENCE', 'SELC']]",This is a good example since the subject of the sentence is University of Mississipi and it is connected to the object (SELC) via the predicate (new_conference). The output RDF captures the key elements of the sentence and is easily interpretable as well.,Edwards represented the North Metropolitan Province.,"[['Graham Edwards', 'PROVINCE', 'North']]","This sentence is a bad example since even though it got the subject (Edwards) and predicate (PROVINCE) correct, it did not correctly detect the object (North Metropolitan)"
Information Extraction,"Abstract: Some patients converted from ventricular fibrillation to organized rhythms by defibrillation - trained ambulance technicians(EMT - Ds) will refibrillate before hospital arrival.The authors analyzed 271 cases of ventricular fibrillation managed by EMT - Ds working without paramedic back - up.Of 111 patients initially converted to organized rhythms, 19(17%) refibrillated, 11(58%) of whom were reconverted to perfusing rhythms, including nine of 11(82%) who had spontaneous pulses prior to refibrillation.Among patients initially converted to organized rhythms, hospital admission rates were lower for patients who refibrillated than for patients who did not(53 % versus 76% , P = NS), although discharge rates were virtually identical(37 % and 35 % , respectively).Scene - to - hospital transport times were not predictively associated with either the frequency of refibrillation or patient outcome.Defibrillation - trained EMTs can effectively manage refibrillation with additional shocks and are not at a significant disadvantage when paramedic back - up is not available. 
Question: Does the abstract contain any numerical data?",Yes,"As there are numerical figures and percentages (%), the answer is yes.","Abstract: The users of illicit drugs is endangered by both unpredictable concentrations of the drugs and by unexpected adulterants that may be present. Cocaine has been adulterated or admixed with numerous substances, among them local anesthetics, amphetamine, phencyclidine, and strychnine. We report three cases of thallium poisoning following nasal insufflation of a substance that was believed to have been cocaine. 
Question: Does the abstract contain any numerical data?",Yes,"There is no numerical data or percentages (%), but still answered as yes. So it is a negative example."
Text Completion,How is it,going?,"Given the partial English sentence 'How is it', the user has generated 'going?' as an output. This is an excellent example because 'How is it going?' is a common phrase in English Langauge.",Once up on a,Lorry,"This is a bad example because we need to predict 'time' as the next word to the given sentence, but we have predicted 'Lorry'"
Question Understanding,"Query: Tell me about defender 
 Clarification: are you referring to the arcade game called defender",Yes,"The given clarification properly clarify the query. Hence, the output is Yes.","Query: Tell me about defender 
 Clarification: are you referring to the arcade game called defender","Yes, I am referring to the arcade game.",The answer can only be Yes or No.
Program Execution,"[47, 444, 859, 530, 197, 409]","[47, 859, 197, 409]",The integers '444' and '530' are not prime integers and they were removed from the list.,"[569, 203, 197, 79, 888]","[203, 888]",The output contains integers that are not prime.
Question Generation,"context: A person is trying to roll an apple, a ball, a block, and a bottle.",What is the person trying to do?,This question can be directly answered from the context.,"context: A person is trying to stack flowers, eggs, bottles, and blocks.",How old is the person?,This question can't be directly answered from the context.
Text Matching,"Paragraph: The severe acute respiratory syndrome (SARS) epidemic originating from China in 2002 was caused by a previously uncharacterized coronavirus that could be identified by specific RT-PCR amplification. Efforts to control future SARS outbreaks depend on the accurate and early identification of SARS-CoV infected patients. A real-time fluorogenic RT-PCR assay based on the 3 -noncoding region (3 -NCR) of SARS-CoV genome was developed as a quantitative SARS diagnostic tool. The ideal amplification efficiency of a sensitive SARS-CoV RT-PCR assay should yield an E value (PCR product concentration increase per amplification cycle) equal to 2.0. It was demonstrated that the 3 -NCR SARS-CoV based RT-PCR reactions could be formulated to reach excellent E values of 1.81, or 91% amplification efficacy. The SARS-CoV cDNA preparations derived from viral RNA extract and the cloned recombinant plasmid both exhibit the identical amplification characteristics, i.e. amplification efficacy using the same PCR formulation developed in this study. The viral genomic copy (or genomic equivalences, GE) per infectious unit (GE/pfu) of SARS-CoV used in this study was also established to be approximate 1200-1600:1. The assay's detection sensitivity could reach 0.005 pfu or 6-8 GE per assay. It was preliminarily demonstrated that the assay could efficiently detect SARS-CoV from clinical specimens of SARS probable and suspected patients identified in Taiwan. The 3 -NCR based SARS-CoV assay demonstrated 100% diagnostic specificity testing samples of patients with acute respiratory disease from a non-SARS epidemic region. 
 Title: Development and evaluation of an efficient 3 -noncoding region-based SARS coronavirus (SARS-CoV) RT-PCR assay for detection of SARS-CoV",True,The answer is true because the title of the paragraph is correct where it described the development of 3 -noncoding region of SARS-CoV genome and assay efficiently detecting SARS-CoV from clinical specimens.,"Paragraph: Linking autoimmune orchitis models to human disease • Immunopathological sequelae of vasectomy • Conclusions and future perspectives BACKGROUND: Infection and inflammation of the reproductive tract are significant causes of male factor infertility. Ascending infections caused by sexually transmitted bacteria or urinary tract pathogens represent the most frequent aetiology of epididymo-orchitis, but viral, haematogenous dissemination is also a contributory factor. Limitations in adequate diagnosis and therapy reflect an obvious need for further understanding of human epididymal and testicular immunopathologies and their contribution to infertility. A major obstacle for advancing our knowledge is the limited access to suitable tissue samples. Similarly, the key events in the inflammatory or autoimmune pathologies affecting human male fertility are poorly amenable to close examination. Moreover, the disease processes generally have occurred long before the patient attends the clinic for fertility assessment. In this regard, data obtained from experimental animal models and respective comparative analyses have shown promise to overcome these restrictions in humans. 
 Title: dsRNA sensors and plasmacytoid dendritic cells in host defense and autoimmunity The primary response to viral detection: type I interferons",Incorrect,The output should either be True or False.
Fill in The Blank,"Female snakes incubate eggs inside of their bodies, giving birth to live young of ____ or more. \Question: Choose the right answer from the options given a) five b) zero c) seven d) ten",d,Snakes give birth to minimum ten young ones so ten is a correct answer.,Nothing can move faster than light in either the ____ spatial dimensions or time. \Question: Choose the right answer from the options given a) five b) two c) four d) nine,a,In this world we have only three dimensions so five is a wrong answer.
Negotiation Strategy Detection,"Context: 'What do you think if in the camp we get together and have a meeting between your family and mine? We can have a small party to get to know each other better.' 'Sounds great!' 'Ok, my proposal is to give you all the firewood you need, on the condition that you give me all the water I need. And regarding food we can negotiate.'
Utterance: 'That sounds good. What do you propose on the food?'",No,The primary utterance does not try to elicit information on the preference order of the participant. So this is correct.,"Context: 'Which one do you prefer most?' 'They sort of need more water for their meds' 'I'm sorry to hear that! But can you spare 1 for me since you probably don't need all the water.'
Utterance: 'Sure that sounds fair. Thank you. Besides water what do you need for your trip?'",No,"In the utterance, the participant asks about the needs of the opponent. So the answer should be 'Yes'."
Question Answering,"Sentence: The New York metropolitan area is home to a self-identifying gay and bisexual community estimated at 568,903 individuals, the largest in the United States and one of the world's largest. Same-sex marriages in New York were legalized on June 24, 2011 and were authorized to take place beginning 30 days thereafter. 
Question: How many people identify as gay or bisexual in NYC?","568,903",There are total 568903 individuals who identify as gay or bisexual.,"Sentence: The New York metropolitan area is home to a self-identifying gay and bisexual community estimated at 568,903 individuals, the largest in the United States and one of the world's largest. Same-sex marriages in New York were legalized on June 24, 2011 and were authorized to take place beginning 30 days thereafter. 
Question: Since Gay marriage became legal, how many days did people have to wait to marry?",45,Its given that it took 30 days for registration of same-sex marriage.
Question Rewriting,Does this dog breed have short legs compared to the rest of its body?,Is the body of this dog breed large compared to its legs?,The output has the same meaning and same answer as the original sentence. We changed the first sentence by rearranging the structure of the sentence. ,Does this dog breed get taller than 2 feet?,Is this dog breed tall?,This question is vague because it didn't specify tallness. Make your questions specific and concrete rather than open-ended or subjective.
Toxic Language Detection,Comment: Enough already.  Cut the head off this snake.,Threat,This comment conveys a violent threat to someone.,"Comment: Bravo!  Bravo!

Encore!! Encore!! Encore!!",Threat,This comment is clearly unrelated to threat.
Text Matching,"Sent1: Many social conservatives argue that benefits are provided to married couples because, in turn, married couples benefit society. 
 Sent2: We give married couples marriage benefits TO STRENGTHEN the marriage, because marriage STRENGTHENS society.",Similar,Both arguments argue that married couples can benefit the society.,"Sent1: So I must ask you why exactly are you against same sex marriage when it has been shown that the ban on same sex marriage is just like the ban on interracial couples getting married? 
 Sent2: I can only assume because you don't want to admit that perversion of marriage will rise out of same gender marriage.",Similar,"The answer should be Not similar instead since the first argument supports gay marriage by saying the ban on gay marriage is the same as the ban on interracial marriage, while the second argument rejects gay marriage by claiming perversion will rise out of same gender marriage."
Coreference Resolution,"The current members of Crime have also performed in San Francisco under the band name ''Remote Viewers``. Strike has published two works of fiction in recent years: Ports of Hell, which is listed in the Rock and Roll Hall of Fame Library, and A Loud Humming Sound Came from Above. Rank has produced numerous films (under **his** real name, Henry Rosenthal) including the hit The Devil and Daniel Johnston.",Henry Rosenthal,The person's name is referenced next to the pronoun itself. Therefore it is clear 'Henry Rosenthal' is the correct answer.,"Alleway played 857 minutes in 11 matches including 9 starts. The defence conceded a total of only 5 goals in the regular season and the finals. In March 2016, Alleway and Melbourne City teammate Steph Catley joined the NWSL's newest expansion club the Orlando Pride. Orlando Pride coach Tom Sermanni gave Alleway **her** first cap for Australia when he was coach of the Matildas in 2010.",Tom Sermanni,Tom Sermanni is referred to by the pronoun 'he' in the same sentence and so he cannot refer to the pronoun 'her' so this is incorrect.
Stereotype Detection,"Target: hispanic 
My professor is a hispanic man. He came here illegally.",stereotype,This is a stereotype because not every hispanic person has moved to a different country and is undocumented.,"Target: hispanic 
My professor is a hispanic man. He likes to teach chinese history.",stereotype,This is an anti-stereotype because hispanics are stereotypically portayed to not be in academia.
Information Extraction,"Passage: I submitted the hit. The hit was approved, and then I was paid.",approved,"There are three events in this passage (i) submission event (""submitted"") (ii) the approval event (""approved""), and (iii) the payment event (""paid""). You can use any one of them as an output.",Passage: He is happy.,happy,"Happy is an adjective and hence cannot be an event. The output should be ""is"" which represents an event describing his attribute of happiness."
Question Answering,"Question: When a guitar string is plucked, sound is produced by  (A) the size of the guitar. (B) the metal on the guitar. (C) the wood on the guitar. (D) the vibrations of the string.",D.,"We know that the vibrations of the string produces sound in a guitar. So, the correct answer has to be ""D"".","Question: When a guitar string is plucked, sound is produced by  (A) the size of the guitar. (B) the metal on the guitar. (C) the wood on the guitar. (D) the vibrations of the string.",the vibrations of the string.,"This is a bad response since it does not belong to the list of acceptable respnses: 'A', 'B', 'C', 'D' or 'E'. The correct answer would have been ""D""."
Text to Code,"Command: eq { hop { nth_argmax { all_rows ; attendance ; 3 } ; competition } ; danish superliga 2005 - 06 }, interpretation: select the row whose attendance record of all rows is 3rd maximum. the competition record of this row is danish superliga 2005-06.",yes,"Here, the command and interpretion given for the command is correct that 3rd maximum should be selected from given table rows. Hence, the label is 'yes'.","Command: eq { hop { nth_argmax { all_rows ; attendance ; 3 } ; competition } ; danish superliga 2005 - 06 }, interpretation: select the row whose attendance record of all rows is 3rd maximum. the competition record of this row is danish superliga 2005-06.",no,"Given command and corresponding natural language interpretation is right, still label is 'no'. It must be 'yes'."
Text Simplification,a georgian inscription around the drum attests his name.,there is a georgian inscription around the drum to confirm his name.,The sentences clearly paraphrased correctly and simplified the original sentence which described the Georgian inscription get his name attests which was around the drum.,a hunting dog refers to any dog who assists humans in hunting.,a hunting dog is a dog that refers humans in hunting.,"It's supposed to generate a correct paraphrased sentence, here it changes the word 'assist' to 'refers' which changes the original meaning sentence."
Program Execution,"[1,3,5]",3.000,"The mean of the input list is (1+3+5)/3, which equals 3. This is a good example.","[-1,11,-111,1111]",1010.000,The sum of the list was calculated but was not divided by the number of elements in the list. This is an incorrect output.
Question Answering,"Suppose that an expansionary fiscal policy leads to a large increase in real output and a small increase in the price level. From this it can be inferred that
(A)inflation had already impacted the economy before the fiscal stimulus. (B)the economy initially had some unemployed resources. (C)aggregate supply decreased. (D)aggregate demand is steeply sloped.",B,The economy initially has unemployed resources,"Suppose that an expansionary fiscal policy leads to a large increase in real output and a small increase in the price level. From this it can be inferred that
(A)inflation had already impacted the economy before the fiscal stimulus. (B)the economy initially had some unemployed resources. (C)aggregate supply decreased. (D)aggregate demand is steeply sloped.",I dont know.,"Do not generate anything else apart from one of the following characters: 'A', 'B, 'C', 'D'."
Question Answering,1000 days is how many years?,2.73973,The output is the short_answer of the given input question based on the conversion formula days ÷ 365 = years,1000 hours is how many days?,43.6667,"As the given input generates the output 43.6667 instead of the correct output 41.6667, we can say that the output is incorrect."
Stance Detection,"Topic: Three Gorges Dam
 Argument: The Three Gorges Dam is a cause of corruption.",against,"Here, argument is against the given topic, three gorges dam. Hence, the answer is ""against"".","Topic: Single-payer universal health care
 Argument: Whether health care is a right under i-law is inconsequential.",in favor,"This is incorrect asnwer. Because there the argument is neither in favor nor against the topic. Therefore, the answer should be ""neutral""."
Question Answering,"Aesthetics deals with objects that are_____.
(A)essential to our existence (B)unimportant to most people (C)not essential to our existence (D)rarely viewed",C,Aesthetics deals with objects that are not essential to our existence,"Aesthetics deals with objects that are_____.
(A)essential to our existence (B)unimportant to most people (C)not essential to our existence (D)rarely viewed",I dont know.,"Do not generate anything else apart from one of the following characters: 'A', 'B, 'C', 'D'."
Pos Tagging,"Who were the builders of the mosque in Herat with fire temples ? 
, Word: Who 
, POS tag: IN",False,"This is a good example. POS tag of who should be WP(Wh-pronoun), and not IN(Preposition).","After what season did the number 7 competitor retire ? 
, Word: 7 
, POS tag: NN",True,"7 is a cardinal number, and Its POS tag should be CD, so the output should be False."
Coreference Resolution,"Katrina gave Christine a stuffed animal for their birthday, but _ already had this one. (A) Katrina (B) Christine",B,"Since the blank is someone who received the gift and already had a stuffed animal, the answer must be ""Christine"".",Ian got into position and punched Lawrence so hard that his mouthpiece flew right out because _ was a quick fighter. (A) Ian (B) Lawrence,C,"The issue is that the answer is not one of the options presented in the question which are ""A"" and ""B"". Note that, a valid answer must be one of the options."
Word Semantics,crystal,rock,"A crystal is a type of rock, so rock is a valid hypernym output.",hate,like,"Like is not a category or type of hate, in fact it is the opposite of hate, so it is not a valid hypernym."
Sentiment Analysis,"Context: A cook was carrying an armful of oranged in the kitchen. 
 Sentence: He dropped one on the floor by accident. 
 Character: Cook",annoyed,"The cook dropped one orange on the floor, so, he must feel annoyed at that time.","Context: A cook was carrying an armful of oranged in the kitchen. 
 Sentence: He dropped one on the floor by accident. 
 Character: Cook",productive,"After dropping orange, cook must be angry at himself or annoyed, disgusted. However, productive is not correct answer."
Title Generation,"Amends the Water Resources Development Act of 1999 to: (1) authorize appropriations for FY 1999 through 2009 for implementation of a long-term resource monitoring program with respect to the Upper Mississippi River Environmental Management Program (currently, such funding is designated for a program for the planning, construction, and evaluation of measures for fish and wildlife habitat rehabilitation and enhancement); (2) authorize the Secretary of the Army to carry out modifications to the navigation project for the Delaware River, Pennsylvania and Delaware, if such project as modified is technically sound, environmentally (currently, economically) acceptable, and economically justified; (3) subject certain previously deauthorized water resources development projects to the seven-year limitation governing project deauthorizations under the Act, with the exception of such a project for Indian River County, Florida; (4) except from a certain schedule of the non-Federal cost of the periodic nourishment of shore protection projects constructed after December 31, 1999, those projects for which a District Engineer's Report has been completed by such date; (5) require that the project cooperation agreement for the Comite River Diversion Project for flood control include a provision that specifies that any reduction in the non-Federal share that results from certain modifications be credited toward the share of project costs to be paid by the Amite River Basin Drainage and Water Conservation District; (6) allow the Secretary to provide additional compensation to Chesapeake City, Maryland (currently, to the City of Chesapeake, Maryland) for damage to its water supply resulting from the Chesapeake and Delaware Canal Project; (7) provide for the submission of certain reports on water resources development projects by the Secretary, notwithstanding Federal reporting termination provisions; and (8) authorize and provide for an authorization of appropriations for the existing program for the safety and operations expenses of the Federal Railroad Administration, and make available for obligation funds currently appropriated for such program.",To make technical corrections to the Water Resources Development Act of 1999.,"This Bill makes corrections to the Water Resources Development Act of 1999, hence the generated title is correct.","Federal Forage Fee Act of 1993 - Subjects grazing operations on Federal land to applicable Federal, State, and local environmental and land use requirements. 
Sets forth a forage fee formula for lands under the jurisdiction of the Department of Agriculture and the Department of the Interior.",Land Use Requirement,"While the title retains some text from the summary, the title doesn't relay any useful information, hence the generated title is not correct."
Program Execution,"[1,45,67,43,58,98,41,34,57]","[98,45,67,43,58,1,41,34,57]",1 is the minimum element and 98 is the maximum element and their positions are swapped in the resulting list.,"[23,45,67,87,98,123,345]","[23,45,67,87,98,123,345]","The resulting list is same as the input, minimum and maximum elements did not get swapped."
Text Completion,"We notice a man in a kayak and a yellow helmet coming in from the left. As he approaches, his kayak ",flips upside - down,"Flipping of the kayak is a probable event. It is a logical next statement, given the context.",He is throwing darts at a wall. A woman,collapses and falls to the floor.,The output is a valid statement but it is not at all related to the event in the context. 
Question Answering,"Article: Homework can put you in a badmood , and that might actually be a good thing. Researchers from the University of Plymouth in England doubted whether mood might affect the way kids learn. To find out the answer, they did two experiments with children. The first experiment tested 30 kids. Someshapes were hidden inside a different, larger picture. The kids had to find the small shapes while sitting in a room with either cheerful or sad music playing in the background. To test their mood, the scientists asked the kids to point to one of five faces, from happy to sad. Children who listened to cheerful music tended to point to the smiley faces while the others pointed to the unhappy ones. The researchers found that sad kids took at least a second less to find the small shapes. They also found an average of three or four more shapes. In the second experiment, 61 children watched one of two scenes from a film. One scene was happy, and the other was sad. Just like in the first experiment, kids who saw the sad scene acted better compared to the others. The researchers guessed that feeling down makes people more likely to focus on a problem or difficult situation. Not all scientists agree with them, however. Other studies argued that maybe, that cheerful music in the first experiment distracted kids from finding shapes. While scientists work on finding out the answers, it still might be wise to choose when to do your tasks according to your mood. After eating a delicious ice cream, for example, write an essay. 
 Question: Researchers did experiments on kids in order to find out _ . 
 Options: (A) how they really feel when they are learning (B) whether mood affects their learning ability (C) what methods are easy for kids to learn (D) the relationship between sadness and happiness 
 Answer: B",Yes,"It is clearly mentioned in the article that to the check effect of mood on children is the main purpose of the experiment. Hence, B is the correct answer and output is Yes.","Article: Homework can put you in a badmood , and that might actually be a good thing. Researchers from the University of Plymouth in England doubted whether mood might affect the way kids learn. To find out the answer, they did two experiments with children. The first experiment tested 30 kids. Someshapes were hidden inside a different, larger picture. The kids had to find the small shapes while sitting in a room with either cheerful or sad music playing in the background. To test their mood, the scientists asked the kids to point to one of five faces, from happy to sad. Children who listened to cheerful music tended to point to the smiley faces while the others pointed to the unhappy ones. The researchers found that sad kids took at least a second less to find the small shapes. They also found an average of three or four more shapes. In the second experiment, 61 children watched one of two scenes from a film. One scene was happy, and the other was sad. Just like in the first experiment, kids who saw the sad scene acted better compared to the others. The researchers guessed that feeling down makes people more likely to focus on a problem or difficult situation. Not all scientists agree with them, however. Other studies argued that maybe, that cheerful music in the first experiment distracted kids from finding shapes. While scientists work on finding out the answers, it still might be wise to choose when to do your tasks according to your mood. After eating a delicious ice cream, for example, write an essay. 
 Question: Researchers did experiments on kids in order to find out _ . 
 Options: (A) how they really feel when they are learning (B) whether mood affects their learning ability (C) what methods are easy for kids to learn (D) the relationship between sadness and happiness 
 Answer: B","Yes, answer is B.",The answer can only be Yes or No.
Misc.,Angola,1975,1975 is the year of independence of Angola.,Afghanistan,1912,"1912 is not the year of independence of Afghanistan. However, 1919 is year of independence of Afghanistan."
